comparison,case,op,repeat,binary,n,Ir,Bc,Bcm,Bi,Bim
ascii-validate-runs,UnicodeRuns,Unmarshal,2,final,200,16590.85,2040.755,85.01,6.905,0.065
ascii-validate-runs,GolangSource,Unmarshal,0,encode,3,173075603.0,31659052.333333332,959767.3333333334,112586.66666666667,69141.66666666667
ascii-validate-runs,GolangSource,Unmarshal,0,final,3,173076818.66666666,31659246.0,1005586.3333333334,112589.0,69142.66666666667
ascii-validate-runs,GolangSource,Unmarshal,1,final,3,173074852.66666666,31658949.0,1005518.3333333334,112586.66666666667,69141.66666666667
ascii-validate-runs,GolangSource,Unmarshal,1,encode,3,173149982.66666666,31684290.333333332,998025.6666666666,112585.0,69140.0
ascii-validate-runs,GolangSource,Unmarshal,2,encode,3,173094421.66666666,31662119.0,960067.3333333334,112593.66666666667,69145.66666666667
ascii-validate-runs,GolangSource,Unmarshal,2,final,3,173077240.33333334,31659229.333333332,1005553.0,112587.0,69142.0
ascii-validate-runs,StringEscaped,Unmarshal,0,encode,3,3423510.6666666665,719567.3333333334,18636.666666666668,104.33333333333333,23.666666666666668
ascii-validate-runs,StringEscaped,Unmarshal,0,final,3,3437984.6666666665,719578.6666666666,18392.0,104.33333333333333,23.666666666666668
ascii-validate-runs,StringEscaped,Unmarshal,1,final,3,3437800.6666666665,719565.3333333334,18373.666666666668,104.33333333333333,23.666666666666668
ascii-validate-runs,StringEscaped,Unmarshal,1,encode,3,3423418.6666666665,719540.0,18665.0,104.33333333333333,23.666666666666668
ascii-validate-runs,StringEscaped,Unmarshal,2,encode,3,3423510.6666666665,719567.3333333334,18637.333333333332,104.33333333333333,23.666666666666668
ascii-validate-runs,StringEscaped,Unmarshal,2,final,3,3437645.6666666665,719543.6666666666,18374.0,104.33333333333333,23.666666666666668
ascii-validate-runs,StringUnicode,Unmarshal,0,encode,3,1208953.0,208161.0,1252.0,67.0,3.0
ascii-validate-runs,StringUnicode,Unmarshal,0,final,3,1208254.6666666667,207521.33333333334,1296.0,67.0,3.0
ascii-validate-runs,StringUnicode,Unmarshal,1,final,3,1208548.0,207560.33333333334,1314.6666666666667,67.0,3.0
ascii-validate-runs,StringUnicode,Unmarshal,1,encode,3,1208594.6666666667,208115.33333333334,1232.6666666666667,67.0,3.0
ascii-validate-runs,StringUnicode,Unmarshal,2,encode,3,1208815.6666666667,208147.0,1238.0,67.0,3.0
ascii-validate-runs,StringUnicode,Unmarshal,2,final,3,1208328.6666666667,207527.33333333334,1299.3333333333333,67.0,3.0
ascii-validate-runs,TwitterStatus,Unmarshal,0,encode,3,31844223.0,5719592.666666667,208514.33333333334,16600.666666666668,7503.0
ascii-validate-runs,TwitterStatus,Unmarshal,0,final,3,31917910.666666668,5638296.0,210789.33333333334,16600.666666666668,7503.0
ascii-validate-runs,TwitterStatus,Unmarshal,1,final,3,31907386.333333332,5637649.0,210399.66666666666,16600.666666666668,7503.0
ascii-validate-runs,TwitterStatus,Unmarshal,1,encode,3,31860782.666666668,5721718.666666667,210113.66666666666,16602.333333333332,7503.333333333333
ascii-validate-runs,TwitterStatus,Unmarshal,2,encode,3,31848568.666666668,5720484.0,209151.33333333334,16602.666666666668,7505.0
ascii-validate-runs,TwitterStatus,Unmarshal,2,final,3,31917990.333333332,5639400.0,210679.0,16605.0,7507.0
ascii-validate-runs,CanadaGeometry,Unmarshal,0,encode,3,29611274.0,6145919.0,230096.33333333334,21957.0,972.0
ascii-validate-runs,CanadaGeometry,Unmarshal,0,final,3,29611226.0,6145911.0,241121.33333333334,21957.0,972.0
ascii-validate-runs,CanadaGeometry,Unmarshal,1,final,3,29610638.0,6145817.666666667,241088.0,21956.666666666668,971.6666666666666
ascii-validate-runs,CanadaGeometry,Unmarshal,1,encode,3,29610614.0,6145813.666666667,230060.0,21956.666666666668,971.6666666666666
ascii-validate-runs,CanadaGeometry,Unmarshal,2,encode,3,29612486.333333332,6146120.0,230157.66666666666,21958.666666666668,973.6666666666666
ascii-validate-runs,CanadaGeometry,Unmarshal,2,final,3,29611226.0,6145911.0,241122.0,21957.0,972.0
ascii-unquote-runs,Small,Unmarshal,0,final,200,10046.165,1711.355,76.09,12.01,4.04
ascii-unquote-runs,Small,Unmarshal,0,unquote,200,10046.165,1711.355,76.09,12.01,4.04
ascii-unquote-runs,Small,Unmarshal,1,unquote,200,10046.165,1711.355,76.09,12.01,4.04
ascii-unquote-runs,Small,Unmarshal,1,final,200,10046.165,1711.355,76.09,12.01,4.04
ascii-unquote-runs,Small,Unmarshal,2,final,200,10046.165,1711.355,76.09,12.01,4.04
ascii-unquote-runs,Small,Unmarshal,2,unquote,200,10046.165,1711.355,76.09,12.01,4.04
ascii-unquote-runs,ASCII8,Unmarshal,0,final,200,1745.165,287.355,3.895,5.01,0.035
ascii-unquote-runs,ASCII8,Unmarshal,0,unquote,200,1745.165,287.355,3.895,5.01,0.035
ascii-unquote-runs,ASCII8,Unmarshal,1,unquote,200,1745.165,287.355,3.895,5.01,0.035
ascii-unquote-runs,ASCII8,Unmarshal,1,final,200,1745.165,287.355,3.895,5.01,0.035
ascii-unquote-runs,ASCII8,Unmarshal,2,final,200,1745.165,287.355,3.895,5.01,0.035
ascii-unquote-runs,ASCII8,Unmarshal,2,unquote,200,1745.165,287.355,3.895,5.01,0.035
ascii-unquote-runs,ASCII32,Unmarshal,0,final,200,1728.165,239.355,3.89,5.01,0.035
ascii-unquote-runs,ASCII32,Unmarshal,0,unquote,200,1728.165,239.355,3.89,5.01,0.035
ascii-unquote-runs,ASCII32,Unmarshal,1,unquote,200,1728.165,239.355,3.89,5.01,0.035
ascii-unquote-runs,ASCII32,Unmarshal,1,final,200,1728.165,239.355,3.89,5.01,0.035
ascii-unquote-runs,ASCII32,Unmarshal,2,final,200,1728.165,239.355,3.89,5.01,0.035
ascii-unquote-runs,ASCII32,Unmarshal,2,unquote,200,1728.165,239.355,3.89,5.01,0.035
ascii-unquote-runs,ASCII256,Unmarshal,0,final,200,2160.165,285.355,5.925,5.01,0.035
ascii-unquote-runs,ASCII256,Unmarshal,0,unquote,200,2160.165,285.355,5.925,5.01,0.035
ascii-unquote-runs,ASCII256,Unmarshal,1,unquote,200,2160.165,285.355,5.925,5.01,0.035
ascii-unquote-runs,ASCII256,Unmarshal,1,final,200,2160.165,285.355,5.925,5.01,0.035
ascii-unquote-runs,ASCII256,Unmarshal,2,final,200,2160.165,285.355,5.925,5.01,0.035
ascii-unquote-runs,ASCII256,Unmarshal,2,unquote,200,2160.165,285.355,5.925,5.01,0.035
ascii-unquote-runs,ASCII4096,Unmarshal,0,final,200,10083.1,1166.805,11.54,5.845,0.055
ascii-unquote-runs,ASCII4096,Unmarshal,0,unquote,200,10073.365,1165.92,11.525,5.845,0.055
ascii-unquote-runs,ASCII4096,Unmarshal,1,unquote,200,10075.9,1166.275,11.48,5.845,0.055
ascii-unquote-runs,ASCII4096,Unmarshal,1,final,200,10082.88,1166.805,11.535,5.845,0.055
ascii-unquote-runs,ASCII4096,Unmarshal,2,final,200,10089.595,1167.42,11.705,5.875,0.065
ascii-unquote-runs,ASCII4096,Unmarshal,2,unquote,200,10074.37,1166.05,11.495,5.845,0.055
ascii-unquote-runs,EscapeRuns,Unmarshal,0,final,200,64452.83,19481.37,83.475,5.74,0.055
ascii-unquote-runs,EscapeRuns,Unmarshal,0,unquote,200,24731.155,3647.64,114.225,8.19,0.065
ascii-unquote-runs,EscapeRuns,Unmarshal,1,unquote,200,24617.025,3636.735,113.33,7.945,0.065
ascii-unquote-runs,EscapeRuns,Unmarshal,1,final,200,64718.035,19506.06,86.425,8.33,0.065
ascii-unquote-runs,EscapeRuns,Unmarshal,2,final,200,65058.87,19582.095,87.62,8.155,0.065
ascii-unquote-runs,EscapeRuns,Unmarshal,2,unquote,200,24722.235,3645.495,114.66,8.19,0.065
ascii-unquote-runs,UnicodeRuns,Unmarshal,0,final,200,16344.415,2015.57,82.175,5.215,0.045
ascii-unquote-runs,UnicodeRuns,Unmarshal,0,unquote,200,16737.15,2108.42,83.73,5.53,0.055
ascii-unquote-runs,UnicodeRuns,Unmarshal,1,unquote,200,16235.88,2006.36,81.335,5.215,0.045
ascii-unquote-runs,UnicodeRuns,Unmarshal,1,final,200,16377.275,2019.69,82.43,5.54,0.055
ascii-unquote-runs,UnicodeRuns,Unmarshal,2,final,200,16703.305,2126.0,82.515,5.705,0.055
ascii-unquote-runs,UnicodeRuns,Unmarshal,2,unquote,200,16300.66,2011.755,81.83,5.215,0.045
ascii-unquote-runs,GolangSource,Unmarshal,0,final,3,173074928.0,31658853.0,1005469.0,112586.66666666667,69140.33333333333
ascii-unquote-runs,GolangSource,Unmarshal,0,unquote,3,173152665.33333334,31684598.666666668,1043837.3333333334,112585.33333333333,69140.33333333333
ascii-unquote-runs,GolangSource,Unmarshal,1,unquote,3,173073597.0,31658747.0,1005440.3333333334,112585.0,69140.0
ascii-unquote-runs,GolangSource,Unmarshal,1,final,3,173077827.0,31659359.666666668,1005607.0,112587.33333333333,69142.0
ascii-unquote-runs,GolangSource,Unmarshal,2,final,3,173077017.66666666,31659164.0,1005603.6666666666,112586.66666666667,69141.66666666667
ascii-unquote-runs,GolangSource,Unmarshal,2,unquote,3,173153457.0,31684773.333333332,1018315.3333333334,112587.0,69142.0
ascii-unquote-runs,StringEscaped,Unmarshal,0,final,3,3437962.6666666665,719576.3333333334,18404.333333333332,104.33333333333333,23.666666666666668
ascii-unquote-runs,StringEscaped,Unmarshal,0,unquote,3,3466656.6666666665,719615.3333333334,18668.0,106.33333333333333,24.333333333333332
ascii-unquote-runs,StringEscaped,Unmarshal,1,unquote,3,3466494.6666666665,719608.6666666666,18663.666666666668,104.33333333333333,23.666666666666668
ascii-unquote-runs,StringEscaped,Unmarshal,1,final,3,3438197.3333333335,719600.6666666666,18400.333333333332,104.33333333333333,23.666666666666668
ascii-unquote-runs,StringEscaped,Unmarshal,2,final,3,3437631.6666666665,719541.6666666666,18371.0,104.33333333333333,23.666666666666668
ascii-unquote-runs,StringEscaped,Unmarshal,2,unquote,3,3466094.6666666665,719567.3333333334,18646.333333333332,104.33333333333333,23.666666666666668
ascii-unquote-runs,StringUnicode,Unmarshal,0,final,3,1208423.6666666667,207545.0,1298.3333333333333,67.0,3.0
ascii-unquote-runs,StringUnicode,Unmarshal,0,unquote,3,1208755.6666666667,207375.0,1308.3333333333333,67.0,3.0
ascii-unquote-runs,StringUnicode,Unmarshal,1,unquote,3,1208725.6666666667,207373.0,1306.0,67.0,3.0
ascii-unquote-runs,StringUnicode,Unmarshal,1,final,3,1208409.6666666667,207543.0,1297.3333333333333,67.0,3.0
ascii-unquote-runs,StringUnicode,Unmarshal,2,final,3,1208423.6666666667,207545.0,1299.6666666666667,67.0,3.0
ascii-unquote-runs,StringUnicode,Unmarshal,2,unquote,3,1209062.3333333333,207416.0,1330.0,67.0,3.0
ascii-unquote-runs,TwitterStatus,Unmarshal,0,final,3,31905354.333333332,5637757.666666667,210666.66666666666,16600.666666666668,7503.0
ascii-unquote-runs,TwitterStatus,Unmarshal,0,unquote,3,31964364.666666668,5611602.333333333,215701.33333333334,16600.666666666668,7503.0
ascii-unquote-runs,TwitterStatus,Unmarshal,1,unquote,3,31965926.0,5611704.0,215981.66666666666,16600.666666666668,7503.0
ascii-unquote-runs,TwitterStatus,Unmarshal,1,final,3,31910636.0,5637684.0,210510.0,16600.666666666668,7503.0
ascii-unquote-runs,TwitterStatus,Unmarshal,2,final,3,31915339.666666668,5638205.333333333,210606.66666666666,16600.666666666668,7503.0
ascii-unquote-runs,TwitterStatus,Unmarshal,2,unquote,3,31983007.666666668,5613505.666666667,216141.0,16602.666666666668,7503.666666666667
ascii-unquote-runs,CanadaGeometry,Unmarshal,0,final,3,29611052.0,6145881.333333333,241110.66666666666,21956.666666666668,971.6666666666666
ascii-unquote-runs,CanadaGeometry,Unmarshal,0,unquote,3,29611123.666666668,6145898.666666667,241114.66666666666,21957.0,972.0
ascii-unquote-runs,CanadaGeometry,Unmarshal,1,unquote,3,29610807.0,6145841.333333333,241095.33333333334,21956.666666666668,971.6666666666666
ascii-unquote-runs,CanadaGeometry,Unmarshal,1,final,3,29610783.0,6145837.333333333,241094.66666666666,21956.666666666668,971.6666666666666
ascii-unquote-runs,CanadaGeometry,Unmarshal,2,final,3,29610783.0,6145837.333333333,241094.66666666666,21956.666666666668,971.6666666666666
ascii-unquote-runs,CanadaGeometry,Unmarshal,2,unquote,3,29610783.0,6145837.333333333,241094.66666666666,21956.666666666668,971.6666666666666
utf8-quote,Small,Marshal,0,before,200,4502.89,631.195,27.825,13.03,4.055
utf8-quote,Small,Marshal,0,encode,200,4522.89,631.195,26.86,13.03,4.055
utf8-quote,Small,Marshal,1,encode,200,4526.325,631.61,26.98,13.03,4.055
utf8-quote,Small,Marshal,1,before,200,4505.015,631.46,27.865,13.03,4.055
utf8-quote,Small,Marshal,2,before,200,4502.89,631.195,27.825,13.03,4.055
utf8-quote,Small,Marshal,2,encode,200,4550.565,635.795,27.1,13.03,4.055
utf8-quote,ASCII8,Marshal,0,before,200,1312.08,191.91,4.085,6.01,0.04
utf8-quote,ASCII8,Marshal,0,encode,200,1317.08,191.91,3.09,6.01,0.04
utf8-quote,ASCII8,Marshal,1,encode,200,1317.08,191.91,3.09,6.01,0.04
utf8-quote,ASCII8,Marshal,1,before,200,1312.08,191.91,4.085,6.01,0.04
utf8-quote,ASCII8,Marshal,2,before,200,1312.08,191.91,4.085,6.01,0.04
utf8-quote,ASCII8,Marshal,2,encode,200,1317.08,191.91,3.09,6.01,0.04
utf8-quote,ASCII256,Marshal,0,before,200,1701.29,222.965,6.815,5.055,0.045
utf8-quote,ASCII256,Marshal,0,encode,200,1706.29,222.965,4.85,5.055,0.045
utf8-quote,ASCII256,Marshal,1,encode,200,1706.29,222.965,4.85,5.055,0.045
utf8-quote,ASCII256,Marshal,1,before,200,1701.29,222.965,6.815,5.055,0.045
utf8-quote,ASCII256,Marshal,2,before,200,1701.29,222.965,6.815,5.055,0.045
utf8-quote,ASCII256,Marshal,2,encode,200,1706.29,222.965,4.85,5.055,0.045
utf8-quote,UTF8Short,Marshal,0,before,200,1489.08,205.91,5.11,6.01,0.04
utf8-quote,UTF8Short,Marshal,0,encode,200,1514.08,208.91,4.135,6.01,0.04
utf8-quote,UTF8Short,Marshal,1,encode,200,1514.08,208.91,4.135,6.01,0.04
utf8-quote,UTF8Short,Marshal,1,before,200,1489.08,205.91,5.11,6.01,0.04
utf8-quote,UTF8Short,Marshal,2,before,200,1489.08,205.91,5.11,6.01,0.04
utf8-quote,UTF8Short,Marshal,2,encode,200,1514.08,208.91,4.135,6.01,0.04
utf8-quote,UTF8Greek,Marshal,0,before,200,334486.255,45640.385,527.59,6.98,0.05
utf8-quote,UTF8Greek,Marshal,0,encode,200,38666.745,1923.075,77.84,6.98,0.05
utf8-quote,UTF8Greek,Marshal,1,encode,200,38312.365,1831.675,77.29,7.005,0.055
utf8-quote,UTF8Greek,Marshal,1,before,200,334209.89,45568.96,527.165,7.01,0.06
utf8-quote,UTF8Greek,Marshal,2,before,200,334202.655,45568.435,527.11,7.01,0.06
utf8-quote,UTF8Greek,Marshal,2,encode,200,38663.83,1922.28,77.76,6.98,0.05
utf8-quote,UTF8CJK,Marshal,0,before,200,260327.6,39935.415,12.485,6.06,0.055
utf8-quote,UTF8CJK,Marshal,0,encode,200,46341.705,2029.94,14.22,5.325,0.055
utf8-quote,UTF8CJK,Marshal,1,encode,200,45854.61,1904.145,13.48,5.185,0.045
utf8-quote,UTF8CJK,Marshal,1,before,200,260000.77,39842.89,12.03,6.34,0.055
utf8-quote,UTF8CJK,Marshal,2,before,200,260382.6,39950.415,12.485,6.06,0.055
utf8-quote,UTF8CJK,Marshal,2,encode,200,45810.7,1900.855,13.155,5.185,0.045
utf8-quote,UTF8Emoji,Marshal,0,before,200,102047.65,15692.22,11.54,5.215,0.045
utf8-quote,UTF8Emoji,Marshal,0,encode,200,21934.325,1089.08,13.345,5.215,0.045
utf8-quote,UTF8Emoji,Marshal,1,encode,200,22111.39,1105.22,14.295,5.215,0.045
utf8-quote,UTF8Emoji,Marshal,1,before,200,102082.16,15695.38,11.52,5.215,0.045
utf8-quote,UTF8Emoji,Marshal,2,before,200,102084.4,15695.01,11.47,5.215,0.045
utf8-quote,UTF8Emoji,Marshal,2,encode,200,22146.52,1108.18,14.62,5.215,0.045
utf8-quote,UTF8Mixed,Marshal,0,before,200,400837.62,52555.73,2072.51,7.52,0.06
utf8-quote,UTF8Mixed,Marshal,0,encode,200,54001.3,2320.885,169.55,5.665,0.05
utf8-quote,UTF8Mixed,Marshal,1,encode,200,54020.915,2322.785,169.29,5.665,0.05
utf8-quote,UTF8Mixed,Marshal,1,before,200,400304.705,52465.105,2069.625,5.665,0.05
utf8-quote,UTF8Mixed,Marshal,2,before,200,400842.04,52592.77,2070.7,6.4,0.06
utf8-quote,UTF8Mixed,Marshal,2,encode,200,53879.78,2309.175,168.335,5.665,0.05
utf8-quote,StringUnicode,Marshal,0,before,3,567617.0,85676.33333333333,351.0,65.66666666666667,2.6666666666666665
utf8-quote,StringUnicode,Marshal,0,encode,3,169402.0,15794.333333333334,545.6666666666666,65.66666666666667,2.6666666666666665
utf8-quote,StringUnicode,Marshal,1,encode,3,169402.0,15794.333333333334,545.6666666666666,65.66666666666667,2.6666666666666665
utf8-quote,StringUnicode,Marshal,1,before,3,567641.0,85680.33333333333,351.6666666666667,65.66666666666667,2.6666666666666665
utf8-quote,StringUnicode,Marshal,2,before,3,567617.0,85676.33333333333,351.0,65.66666666666667,2.6666666666666665
utf8-quote,StringUnicode,Marshal,2,encode,3,169402.0,15794.333333333334,545.6666666666666,65.66666666666667,2.6666666666666665
utf8-quote,StringEscaped,Marshal,0,before,3,567617.0,85676.33333333333,351.0,65.66666666666667,2.6666666666666665
utf8-quote,StringEscaped,Marshal,0,encode,3,169402.0,15794.333333333334,545.6666666666666,65.66666666666667,2.6666666666666665
utf8-quote,StringEscaped,Marshal,1,encode,3,169402.0,15794.333333333334,545.6666666666666,65.66666666666667,2.6666666666666665
utf8-quote,StringEscaped,Marshal,1,before,3,567617.0,85676.33333333333,351.0,65.66666666666667,2.6666666666666665
utf8-quote,StringEscaped,Marshal,2,before,3,567617.0,85676.33333333333,351.0,65.66666666666667,2.6666666666666665
utf8-quote,StringEscaped,Marshal,2,encode,3,169402.0,15794.333333333334,545.6666666666666,65.66666666666667,2.6666666666666665
utf8-quote,GolangSource,Marshal,0,before,3,59346429.0,8481495.666666666,324666.6666666667,102462.0,64036.0
utf8-quote,GolangSource,Marshal,0,encode,3,59410620.333333336,8481491.666666666,337268.3333333333,102461.33333333333,64035.666666666664
utf8-quote,GolangSource,Marshal,1,encode,3,59411118.333333336,8481561.333333334,337284.6666666667,102463.66666666667,64035.666666666664
utf8-quote,GolangSource,Marshal,1,before,3,59347158.666666664,8481573.666666666,324686.0,102464.33333333333,64036.0
utf8-quote,GolangSource,Marshal,2,before,3,59346675.0,8481507.333333334,324671.0,102464.0,64036.0
utf8-quote,GolangSource,Marshal,2,encode,3,59410666.666666664,8481509.0,337270.6666666667,102461.33333333333,64035.666666666664
utf8-quote,TwitterStatus,Marshal,0,before,3,12066438.666666666,1741844.3333333333,62177.333333333336,16936.666666666668,8129.666666666667
utf8-quote,TwitterStatus,Marshal,0,encode,3,10090604.666666666,1380219.0,61671.0,16934.333333333332,8129.333333333333
utf8-quote,TwitterStatus,Marshal,1,encode,3,10091164.0,1380289.3333333333,61680.0,16937.0,8129.666666666667
utf8-quote,TwitterStatus,Marshal,1,before,3,12066552.0,1741864.6666666667,62188.666666666664,16936.666666666668,8129.666666666667
utf8-quote,TwitterStatus,Marshal,2,before,3,12067300.333333334,1741882.3333333333,62207.0,16939.333333333332,8129.666666666667
utf8-quote,TwitterStatus,Marshal,2,encode,3,10091317.666666666,1380348.0,61676.333333333336,16934.666666666668,8129.666666666667
utf8-quote,CanadaGeometry,Marshal,0,before,3,14282773.333333334,2157602.0,69786.0,21957.666666666668,972.0
utf8-quote,CanadaGeometry,Marshal,0,encode,3,14283072.0,2157616.3333333335,76935.66666666667,21964.666666666668,972.6666666666666
utf8-quote,CanadaGeometry,Marshal,1,encode,3,14283604.666666666,2157661.0,76951.66666666667,21964.333333333332,972.6666666666666
utf8-quote,CanadaGeometry,Marshal,1,before,3,14282324.333333334,2157559.0,69776.66666666667,21957.666666666668,972.0
utf8-quote,CanadaGeometry,Marshal,2,before,3,14283181.0,2157623.3333333335,69799.66666666667,21962.0,972.6666666666666
utf8-quote,CanadaGeometry,Marshal,2,encode,3,14283085.0,2157599.3333333335,76941.33333333333,21964.333333333332,972.6666666666666
utf8-validate,ASCII256,Unmarshal,0,decode,200,2160.165,285.355,8.905,5.01,0.035
utf8-validate,ASCII256,Unmarshal,0,encode,200,2160.165,285.355,5.925,5.01,0.035
utf8-validate,ASCII256,Unmarshal,1,decode,200,2160.165,285.355,8.905,5.01,0.035
utf8-validate,ASCII256,Unmarshal,1,encode,200,2160.165,285.355,5.925,5.01,0.035
utf8-validate,ASCII256,Unmarshal,2,decode,200,2160.165,285.355,8.905,5.01,0.035
utf8-validate,ASCII256,Unmarshal,2,encode,200,2160.165,285.355,5.925,5.01,0.035
utf8-validate,ASCII8,Unmarshal,0,decode,200,1745.165,287.355,7.87,5.01,0.035
utf8-validate,ASCII8,Unmarshal,0,encode,200,1745.165,287.355,4.9,5.01,0.035
utf8-validate,ASCII8,Unmarshal,1,decode,200,1745.165,287.355,7.87,5.01,0.035
utf8-validate,ASCII8,Unmarshal,1,encode,200,1745.165,287.355,4.9,5.01,0.035
utf8-validate,ASCII8,Unmarshal,2,decode,200,1745.165,287.355,7.87,5.01,0.035
utf8-validate,ASCII8,Unmarshal,2,encode,200,1745.165,287.355,4.9,5.01,0.035
utf8-validate,Small,Unmarshal,0,decode,200,10049.84,1711.955,68.85,12.01,4.04
utf8-validate,Small,Unmarshal,0,encode,200,10046.165,1711.355,67.09,12.01,4.04
utf8-validate,Small,Unmarshal,1,decode,200,10046.165,1711.355,68.085,12.01,4.04
utf8-validate,Small,Unmarshal,1,encode,200,10046.165,1711.355,67.09,12.01,4.04
utf8-validate,Small,Unmarshal,2,decode,200,10046.165,1711.355,68.085,12.01,4.04
utf8-validate,Small,Unmarshal,2,encode,200,10070.165,1715.355,66.105,12.01,4.04
utf8-validate,StringEscaped,Unmarshal,0,decode,3,3424779.3333333335,719548.3333333334,18642.333333333332,104.33333333333333,23.666666666666668
utf8-validate,StringEscaped,Unmarshal,0,encode,3,3466110.6666666665,719567.3333333334,18733.333333333332,104.33333333333333,23.666666666666668
utf8-validate,StringEscaped,Unmarshal,1,decode,3,3425413.0,719621.3333333334,18639.0,106.33333333333333,24.333333333333332
utf8-validate,StringEscaped,Unmarshal,1,encode,3,3465941.6666666665,719543.6666666666,18731.666666666668,104.33333333333333,23.666666666666668
utf8-validate,StringEscaped,Unmarshal,2,decode,3,3424645.6666666665,719543.6666666666,18614.0,104.33333333333333,23.666666666666668
utf8-validate,StringEscaped,Unmarshal,2,encode,3,3465911.6666666665,719541.6666666666,18728.666666666668,104.33333333333333,23.666666666666668
utf8-validate,StringUnicode,Unmarshal,0,decode,3,328345.6666666667,31555.0,1460.6666666666667,67.0,3.0
utf8-validate,StringUnicode,Unmarshal,0,encode,3,1208739.6666666667,207375.0,1291.0,67.0,3.0
utf8-validate,StringUnicode,Unmarshal,1,decode,3,328492.0,31572.0,1471.0,67.0,3.0
utf8-validate,StringUnicode,Unmarshal,1,encode,3,1208799.6666666667,207379.0,1295.0,67.0,3.0
utf8-validate,StringUnicode,Unmarshal,2,decode,3,328162.6666666667,31529.333333333332,1456.3333333333333,67.0,3.0
utf8-validate,StringUnicode,Unmarshal,2,encode,3,1208556.6666666667,207349.33333333334,1286.3333333333333,67.0,3.0
utf8-validate,UTF8CJK,Unmarshal,0,decode,200,87828.195,3448.19,22.715,5.18,0.045
utf8-validate,UTF8CJK,Unmarshal,0,encode,200,521929.88,90632.245,14.555,5.635,0.055
utf8-validate,UTF8CJK,Unmarshal,1,decode,200,87850.21,3449.45,22.86,5.18,0.045
utf8-validate,UTF8CJK,Unmarshal,1,encode,200,521539.895,90540.56,13.24,5.18,0.045
utf8-validate,UTF8CJK,Unmarshal,2,decode,200,87858.915,3449.785,23.21,5.21,0.055
utf8-validate,UTF8CJK,Unmarshal,2,encode,200,521667.345,90551.77,14.895,6.23,0.055
utf8-validate,UTF8Emoji,Unmarshal,0,decode,200,41695.175,1991.575,21.3,5.845,0.055
utf8-validate,UTF8Emoji,Unmarshal,0,encode,200,203805.265,35242.57,12.67,5.85,0.06
utf8-validate,UTF8Emoji,Unmarshal,1,decode,200,41703.935,1992.5,21.56,5.875,0.065
utf8-validate,UTF8Emoji,Unmarshal,1,encode,200,204143.605,35328.265,13.19,5.845,0.055
utf8-validate,UTF8Emoji,Unmarshal,2,decode,200,41706.33,1992.675,21.64,5.87,0.06
utf8-validate,UTF8Emoji,Unmarshal,2,encode,200,204257.29,35357.935,13.015,5.845,0.055
utf8-validate,UTF8Greek,Unmarshal,0,decode,200,72629.875,3329.165,146.785,6.98,0.05
utf8-validate,UTF8Greek,Unmarshal,0,encode,200,585464.205,100959.255,2066.63,6.98,0.05
utf8-validate,UTF8Greek,Unmarshal,1,decode,200,72204.92,3219.79,146.09,6.98,0.05
utf8-validate,UTF8Greek,Unmarshal,1,encode,200,585495.37,100966.2,2066.69,6.98,0.05
utf8-validate,UTF8Greek,Unmarshal,2,decode,200,72218.725,3220.935,146.345,7.01,0.06
utf8-validate,UTF8Greek,Unmarshal,2,encode,200,585200.395,100892.32,2066.11,6.98,0.05
utf8-validate,UTF8Mixed,Unmarshal,0,decode,200,102776.145,4162.015,332.48,5.595,0.055
utf8-validate,UTF8Mixed,Unmarshal,0,encode,200,674607.66,114141.71,6683.895,5.595,0.055
utf8-validate,UTF8Mixed,Unmarshal,1,decode,200,103227.65,4274.985,333.315,5.875,0.065
utf8-validate,UTF8Mixed,Unmarshal,1,encode,200,674563.095,114138.265,6683.42,5.595,0.055
utf8-validate,UTF8Mixed,Unmarshal,2,decode,200,102765.78,4160.635,332.395,5.595,0.055
utf8-validate,UTF8Mixed,Unmarshal,2,encode,200,675079.745,114247.255,6684.915,6.4,0.065
utf8-validate,UTF8Short,Unmarshal,0,decode,200,2296.165,353.355,13.05,5.01,0.035
utf8-validate,UTF8Short,Unmarshal,0,encode,200,2270.165,347.355,5.045,5.01,0.035
utf8-validate,UTF8Short,Unmarshal,1,decode,200,2296.165,353.355,13.05,5.01,0.035
utf8-validate,UTF8Short,Unmarshal,1,encode,200,2270.165,347.355,5.045,5.01,0.035
utf8-validate,UTF8Short,Unmarshal,2,decode,200,2296.165,353.355,13.05,5.01,0.035
utf8-validate,UTF8Short,Unmarshal,2,encode,200,2270.165,347.355,5.045,5.01,0.035
utf8-validate,GolangSource,Unmarshal,0,decode,3,173075274.33333334,31658921.0,949056.6666666666,112587.0,69140.66666666667
utf8-validate,GolangSource,Unmarshal,0,encode,3,173075286.33333334,31659024.333333332,961541.6666666666,112587.0,69142.0
utf8-validate,GolangSource,Unmarshal,1,decode,3,173127836.0,31667755.0,949792.6666666666,112602.0,69155.66666666667
utf8-validate,GolangSource,Unmarshal,1,encode,3,173073427.66666666,31658707.666666668,961472.0,112585.33333333333,69140.33333333333
utf8-validate,GolangSource,Unmarshal,2,decode,3,173075972.0,31659100.333333332,949108.0,112586.66666666667,69141.66666666667
utf8-validate,GolangSource,Unmarshal,2,encode,3,173074945.0,31658949.333333332,961540.3333333334,112587.0,69142.0
